timeJ,axJ,ayJ,azJ,aTJ
60.211,1.3157,-0.0279,0.1051,1.32
60.211,5.9003,0.1774,2.8202,6.542
60.211,5.9063,-0.2534,2.7582,6.524
60.212,4.8665,-1.0055,1.3204,5.142
60.212,5.6704,-1.3161,0.726,5.866
60.212,6.1264,-1.4415,0.6772,6.33
60.212,4.6572,-1.7905,0.1571,4.992
60.212,1.7724,-2.191,-0.6609,2.895
60.212,-1.9962,-2.1776,-1.6817,3.399
60.213,-1.7976,-1.0061,-1.2562,2.413
60.213,-2.8994,-0.6209,-0.1929,2.971
60.213,-4.1069,-0.4447,0.0852,4.132
60.213,-3.7637,0.1423,-0.5244,3.803
60.213,-2.4815,0.8656,-0.5828,2.692
60.213,-1.369,1.4191,-0.0783,1.973
60.214,-1.0479,1.7143,0.3996,2.049
60.214,-1.0683,1.8396,0.8815,2.303
60.214,-1.0491,1.8162,1.2378,2.435
60.214,-0.8019,1.6801,1.37,2.311
60.214,-0.417,1.4479,1.39,2.05
60.214,0.0423,1.1391,1.2193,1.669
60.214,0.5028,0.7634,0.896,1.28
60.214,0.8295,0.3761,0.4675,1.024
60.215,0.9585,0.0228,-0.0191,0.959
60.215,0.9884,-0.2798,-0.4636,1.127
60.215,0.9556,-0.5007,-0.7732,1.327
60.215,0.9083,-0.6588,-0.9606,1.477
60.215,0.8322,-0.6851,-0.9595,1.443
60.215,0.6913,-0.6538,-0.739,1.205
60.215,0.5516,-0.5314,-0.4002,0.864
60.215,0.4935,-0.3709,0.04,0.619
60.216,0.4991,-0.2297,0.4786,0.729
60.216,0.5656,-0.091,0.8533,1.028
60.216,0.6523,0.0069,1.0927,1.273
60.216,0.7738,0.0902,1.1997,1.43
60.216,0.7775,0.1472,1.141,1.389
60.216,0.8262,0.2066,0.998,1.312
60.216,0.7912,0.2181,0.7902,1.139
60.216,0.7135,0.1867,0.5293,0.908
60.216,0.6817,0.1938,0.2896,0.766
60.216,0.5836,0.1746,0.0663,0.613
60.217,0.4722,0.1699,-0.1189,0.516
60.217,0.3591,0.1486,-0.2539,0.464
60.217,0.2679,0.1178,-0.2932,0.414
60.217,0.1719,0.0488,-0.2893,0.34
60.217,0.0901,-0.0656,-0.2517,0.275
60.217,0.0942,-0.1704,-0.2234,0.296
60.217,0.1221,-0.275,-0.1663,0.344
60.217,0.1886,-0.3676,-0.128,0.433
60.218,0.2291,-0.4242,-0.075,0.488
60.218,0.294,-0.4687,-0.0075,0.553
60.218,0.3071,-0.4774,0.0508,0.57
60.218,0.2707,-0.4955,0.0877,0.571
60.218,0.2878,-0.4299,0.1223,0.532
60.218,0.2485,-0.3547,0.1568,0.461
60.218,0.1695,-0.2341,0.1792,0.34
60.218,0.0866,-0.0945,0.2374,0.27
60.218,-0.0769,0.0378,0.2694,0.283
60.218,-0.2615,0.1843,0.2993,0.438
60.219,-0.5056,0.2899,0.3297,0.67
60.219,-0.6329,0.4383,0.3583,0.849
60.219,-0.7134,0.5577,0.3706,0.978
60.219,-0.7067,0.6074,0.345,0.994
60.219,-0.6629,0.5876,0.3152,0.94
60.219,-0.5412,0.5366,0.2669,0.807
60.219,-0.365,0.5023,0.1906,0.649
60.219,-0.2035,0.4631,0.1271,0.522
60.219,-0.0417,0.3977,0.0357,0.401
60.22,0.0677,0.3514,-0.0524,0.362
60.22,0.132,0.3315,-0.1112,0.374
60.22,0.1869,0.3139,-0.1267,0.387
60.22,0.2303,0.3012,-0.1347,0.402
60.22,0.2645,0.3173,-0.1308,0.433
60.22,0.3063,0.3166,-0.0959,0.451
60.22,0.3293,0.2921,-0.054,0.443
60.22,0.3072,0.2342,-0.0029,0.386
60.221,0.2734,0.1716,0.0099,0.323
60.221,0.2613,0.0996,0.0227,0.281
60.221,0.2779,0.0516,0.0547,0.288
60.221,0.2564,-0.0371,0.0343,0.261
60.221,0.254,-0.0945,0.0571,0.277
60.221,0.216,-0.1304,0.0516,0.258
60.221,0.1424,-0.1592,0.0418,0.218
60.221,0.0189,-0.1974,0.035,0.201
60.221,-0.109,-0.1497,0.0215,0.186
60.222,-0.3011,-0.0733,-0.0272,0.311
60.222,-0.4287,0.0029,-0.04,0.431
60.222,-0.4732,0.0169,-0.0195,0.474
60.222,-0.4487,0.0308,0.0268,0.451
60.222,-0.3936,0.0256,0.0295,0.396
60.222,-0.3342,0.0301,0.0003,0.336
60.222,-0.2967,0.0489,-0.1061,0.319
60.222,-0.2453,0.0367,-0.2059,0.322
60.222,0.3043,0.0984,-0.0636,0.326
60.222,1.7028,0.0213,0.37,1.743
60.223,2.3493,-0.2946,0.438,2.408
60.223,2.6999,-0.536,0.3481,2.774
60.223,2.7212,-0.7384,0.1574,2.824
60.223,2.551,-0.9185,0.2058,2.719
60.223,2.2234,-0.9762,0.4016,2.461
60.223,1.6518,-1.091,0.6086,2.071
60.223,1.3225,-0.9788,1.1491,2.007
60.223,0.6083,-0.7716,1.2282,1.573
60.224,-0.0781,-0.498,1.0881,1.199
60.224,-2.9019,-0.4805,-0.2308,2.95
60.224,-4.5957,0.1389,-0.8082,4.668
60.224,-5.4127,0.9607,-2.3033,5.96
60.224,-6.4533,1.3275,-3.1877,7.319
60.225,-7.1986,1.4213,-2.9404,7.905
60.225,-7.422,1.5338,-2.7494,8.062
60.225,-6.8296,1.6888,-2.6093,7.504
60.225,-5.4114,1.805,-2.0843,6.073
60.225,-3.6201,1.7296,-1.1994,4.187
60.225,-1.6273,1.4532,-0.3352,2.207
60.226,0.4562,0.9882,0.6523,1.269
60.226,2.4389,0.328,1.7162,3
60.226,4.2002,-0.2952,2.5471,4.921
60.226,5.5732,-0.8215,3.0409,6.402
60.226,6.5266,-1.3107,3.2873,7.424
60.226,7.013,-1.6792,3.2943,7.928
60.226,7.0749,-1.9585,3.0916,7.965
60.227,6.9052,-2.1751,2.7944,7.76
60.227,6.4602,-2.3436,2.3962,7.278
60.227,5.7608,-2.3446,1.7123,6.451
60.227,4.8928,-2.1471,0.7054,5.39
60.227,3.8995,-1.9113,-0.351,4.357
60.228,3.0038,-1.7686,-1.0456,3.639
60.228,2.2694,-1.714,-1.2974,3.126
60.228,1.5681,-1.6376,-1.288,2.608
60.228,0.8411,-1.4679,-1.1187,2.028
60.228,0.1248,-1.2002,-0.8673,1.486
60.229,-0.632,-0.8396,-0.5855,1.203
60.229,-1.4564,-0.3815,-0.3622,1.549
60.229,-2.149,0.052,-0.0592,2.15
60.229,-2.757,0.4346,0.1142,2.793
60.229,-3.2653,0.7689,0.2356,3.363
60.229,-3.7033,1.0405,0.2629,3.856
60.229,-4.0431,1.271,0.2649,4.246
60.23,-4.2286,1.4318,0.2648,4.472
60.23,-4.2658,1.5752,0.222,4.553
60.23,-4.1487,1.6749,0.1129,4.475
60.23,-3.8155,1.6496,-0.1381,4.159
60.23,-3.1655,1.528,-0.3343,3.531
60.23,-2.0655,1.1982,-0.5179,2.443
60.23,-1.0249,0.7777,-0.7453,1.487
60.231,-0.291,0.439,-0.9279,1.067
60.231,0.2688,0.1867,-0.9346,0.99
60.231,0.6286,-0.0149,-0.7826,1.004
60.231,0.9102,-0.1278,-0.4776,1.036
60.231,1.0945,-0.2403,-0.08,1.123
60.231,1.1762,-0.2977,0.2732,1.244
60.231,1.2274,-0.3666,0.5005,1.375
60.231,1.2934,-0.4353,0.7356,1.55
60.232,1.2766,-0.4678,0.8184,1.587
60.232,1.1867,-0.488,0.8066,1.516
60.232,1.1146,-0.4937,0.7485,1.43
60.232,1.1134,-0.5373,0.647,1.395
60.232,1.2337,-0.638,0.5241,1.485
60.232,1.028,-0.5591,0.3157,1.212
60.232,0.8237,-0.4539,0.1177,0.948
60.232,0.6612,-0.3632,-0.0055,0.754
60.232,0.5046,-0.3107,-0.1112,0.603
60.233,0.3557,-0.2487,-0.1948,0.476
60.233,0.1739,-0.1963,-0.2516,0.363
60.233,0.0044,-0.1655,-0.2577,0.306
60.233,-0.1795,-0.1826,-0.2205,0.338
60.233,-0.378,-0.195,-0.1951,0.468
60.233,-0.5362,-0.2146,-0.1625,0.6
60.233,-0.7094,-0.2008,-0.1109,0.746
60.233,-0.9071,-0.1728,-0.0763,0.927
60.233,-1.0695,-0.0995,-0.0584,1.076
60.233,-1.2875,-0.0025,-0.0833,1.29
60.234,-1.5297,0.0846,-0.1678,1.541
60.234,-1.7361,0.1621,-0.2183,1.757
60.234,-1.8901,0.2464,-0.2253,1.919
60.234,-1.9915,0.2972,-0.2126,2.025
60.234,-2.067,0.3669,-0.178,2.107
60.234,-2.0211,0.4364,-0.105,2.07
60.234,-1.751,0.4841,0.0616,1.818
60.234,1.5419,0.4955,3.1029,3.5
60.235,1.0901,-0.1235,2.5713,2.796
60.235,-0.0127,0.1453,-0.0405,0.151
60.235,1.3925,0.0746,0.8665,1.642
60.235,1.0779,0.1691,0.2135,1.112
60.235,1.5089,0.2061,0.2655,1.546
60.235,1.5071,0.0877,0.1773,1.52
60.235,0.5776,-0.1143,-0.847,1.032
60.235,1.2475,-0.0987,-0.2127,1.269
60.236,1.2389,-0.3987,-0.1175,1.307
60.236,1.3115,-0.5834,-0.054,1.436
60.236,1.2196,-0.7056,-0.1085,1.413
60.236,1.0497,-0.9539,-0.1498,1.426
60.236,0.8039,-0.9984,-0.1572,1.291
60.236,-0.1722,-1.1163,-0.7523,1.357
60.236,-2.7965,-0.7103,-2.7939,4.016
60.236,-4.2942,-0.1591,-3.2486,5.387
60.237,-3.6631,0.3214,-1.2588,3.887
60.237,-2.0251,0.0527,1.6714,2.626
60.237,-1.7652,-0.2827,2.5345,3.102
60.237,-3.2399,-0.0491,0.8918,3.361
60.237,-3.3683,0.516,0.3016,3.421
60.238,-2.619,0.9557,0.6054,2.853
60.238,-1.6898,1.1867,0.8829,2.246
60.238,-0.913,1.1708,1.149,1.877
60.238,-0.3266,0.9491,1.311,1.651
60.238,0.2116,0.7106,1.1975,1.408
60.238,0.6884,0.5774,0.8023,1.205
60.238,1.0832,0.5255,0.334,1.249
60.238,1.3798,0.4881,-0.04,1.464
60.239,1.5142,0.3934,-0.2747,1.588
60.239,1.5109,0.1914,-0.3965,1.574
60.239,1.4012,-0.0101,-0.3844,1.453
60.239,1.2282,-0.1944,-0.3056,1.28
60.239,1.0277,-0.3615,-0.1577,1.101
60.239,0.9047,-0.4901,0.0282,1.029
60.239,0.7418,-0.5731,0.1783,0.954
60.239,0.6078,-0.6416,0.3162,0.939
60.239,0.5194,-0.6288,0.4035,0.91
60.24,0.5244,-0.5824,0.5022,0.931
60.24,0.9436,-0.5502,0.583,1.238
60.24,0.7918,-0.4509,0.6614,1.126
60.24,0.6737,-0.3399,0.6728,1.011
60.24,0.5938,-0.2195,0.6726,0.924
60.24,0.5498,-0.1232,0.6252,0.842
60.24,0.5515,-0.0008,0.545,0.775
60.24,0.6131,0.0616,0.4776,0.78
60.24,0.6963,0.1598,0.4157,0.827
60.241,0.8729,0.1885,0.4355,0.994
60.241,1.0089,0.2172,0.391,1.104
60.241,1.0924,0.2148,0.299,1.153
60.241,1.1334,0.1838,0.1547,1.159
60.241,1.0768,0.1338,-0.037,1.086
60.241,0.9753,0.0647,-0.1874,0.995
60.241,0.8335,-0.0043,-0.3038,0.887
60.241,0.594,-0.1139,-0.3383,0.693
60.241,0.3693,-0.1803,-0.4297,0.595
60.242,0.11,-0.2251,-0.439,0.505
60.242,-0.3271,0.0362,-0.4525,0.56
60.242,-0.9292,0.6201,-0.3294,1.165
60.242,-1.6075,1.1796,-0.1276,1.998
60.242,-2.1888,1.196,0.0814,2.496
60.242,-2.6386,0.8943,0.1618,2.791
60.242,-2.923,0.5687,0.1516,2.982
60.242,-2.9573,0.2525,0.0669,2.969
60.243,-2.6676,-0.0614,0.0053,2.668
60.243,-2.1877,-0.2127,-0.0453,2.198
60.243,-1.5358,-0.2757,-0.0943,1.563
60.243,-0.7942,-0.2597,-0.115,0.843
60.243,-0.2827,-0.2437,-0.1309,0.395
60.243,0.052,-0.2085,-0.0989,0.237
60.243,0.2103,-0.178,-0.0309,0.277
60.243,0.2634,-0.1427,0.0372,0.302
60.244,0.2693,-0.0954,0.1172,0.309
60.244,0.2948,-0.0816,0.2045,0.368
60.244,0.2703,-0.0511,0.2679,0.384
60.244,0.2654,-0.0444,0.2546,0.37
60.244,0.1984,-0.0352,0.2221,0.3
60.244,0.1172,-0.0453,0.1537,0.199
60.244,0.0575,-0.0457,0.0901,0.116
60.244,-0.0116,-0.0532,0.0167,0.057
60.244,-0.0904,-0.0584,-0.0473,0.118
60.244,-0.1453,-0.0444,-0.1163,0.191
60.245,-0.2314,-0.04,-0.1591,0.284
60.245,-0.3006,-0.0261,-0.1996,0.362
60.245,-0.3603,-0.0193,-0.171,0.399
60.245,-0.3436,-0.0196,-0.1522,0.376
60.245,-0.3053,-0.0343,-0.0978,0.322
60.245,-0.2384,-0.0585,-0.039,0.249
60.245,-0.0926,-0.0898,0.0481,0.138
60.245,0.0556,-0.1161,0.142,0.192
60.245,0.1992,-0.1376,0.1951,0.311
60.246,0.2998,-0.1208,0.1716,0.366
60.246,0.3598,-0.0921,0.1263,0.392
60.246,0.4246,-0.0561,0.0834,0.436
60.246,0.4444,-0.0392,0.05,0.449
60.246,0.424,-0.0247,0.0405,0.427
60.246,0.3062,-0.0005,-0.0001,0.306
60.246,0.1602,0.0357,-0.0623,0.176
60.246,-0.0046,0.0432,-0.1485,0.155
60.246,-0.1716,0.0531,-0.211,0.277
60.246,-0.3218,0.0247,-0.2449,0.405
60.247,-0.4839,0.0371,-0.3338,0.589
60.247,-0.6223,0.0254,-0.4154,0.749
60.247,-0.7153,-0.0269,-0.5111,0.88
60.247,-0.7555,-0.0768,-0.5681,0.948
60.247,-0.7305,-0.1696,-0.5506,0.93
60.247,-0.6495,-0.2336,-0.4678,0.834
60.247,-0.58,-0.1851,-0.3343,0.695
60.247,-0.4722,-0.1104,-0.2052,0.527
60.248,-0.3214,-0.0597,-0.1143,0.346
60.248,-0.1545,0.0219,-0.0739,0.173
60.248,-0.007,0.0868,-0.0386,0.095
60.248,0.1567,0.1706,-0.023,0.233
60.248,0.3247,0.2042,0.0207,0.384
60.248,0.416,0.2331,-0.0079,0.477
60.248,0.4046,0.2596,-0.0534,0.484
60.248,0.2858,0.3052,-0.1347,0.439
60.248,0.1769,0.3101,-0.1441,0.385
60.248,0.1305,0.2792,-0.1151,0.329
60.249,0.0819,0.2316,0.0409,0.249
60.249,0.0573,0.1983,0.2017,0.289
60.249,0.0682,0.1674,0.3172,0.365
60.249,0.1528,0.134,0.421,0.467
60.249,0.2845,0.1149,0.4796,0.569
60.249,0.3464,0.0885,0.4214,0.553
60.249,0.3316,0.0668,0.2254,0.406
60.249,0.3765,0.0284,0.0277,0.379
60.249,0.2976,-0.022,-0.1738,0.345
60.249,0.1817,-0.0913,-0.4626,0.505
60.25,0.1432,-0.1366,-0.4209,0.465
60.25,0.0119,-0.1698,-0.4128,0.446
60.25,-0.1117,-0.1766,-0.4738,0.518
60.25,-0.2279,-0.1309,-0.4989,0.564
60.25,-0.2984,-0.1305,-0.4858,0.585
60.25,-0.3448,-0.056,-0.4322,0.556
60.25,-0.3626,-0.0056,-0.3477,0.502
60.25,-0.3638,0.0759,-0.2491,0.447
60.25,-0.358,0.107,-0.129,0.395
60.251,-0.2829,0.1142,-0.0567,0.31
60.251,-0.2271,0.1309,0.0277,0.264
60.251,-0.1473,0.1261,0.0693,0.206
60.251,-0.0747,0.114,0.0775,0.157
60.251,0.0076,0.0734,0.0741,0.105
60.251,0.0851,0.0184,0.0612,0.106
60.251,0.158,-0.0077,0.0268,0.16
60.251,0.1831,-0.0602,0.0117,0.193
60.251,0.2057,-0.0719,-0.0439,0.222
60.251,0.2281,-0.0956,-0.0828,0.261
60.252,0.2646,-0.1049,-0.1267,0.312
60.252,0.3104,-0.0808,-0.0918,0.334
60.252,0.2863,-0.0591,-0.0812,0.303
60.252,0.2904,0.0127,-0.0997,0.307
60.252,0.3485,0.0365,-0.0378,0.352
60.252,1.4971,0.2297,1.3588,2.035
60.252,2.9407,0.1908,3.0905,4.27
60.252,2.1548,0.3671,1.8633,2.872
60.253,1.2032,0.7082,0.225,1.414
60.253,-0.7972,0.7598,-3.2081,3.392
60.253,-0.5866,0.6346,-3.1335,3.251
60.253,0.3168,-0.2835,-1.0667,1.148
60.253,1.3125,-0.9778,1.4217,2.168
60.253,0.5294,-0.8991,1.4571,1.792
60.253,-1.0995,-0.2402,-0.4224,1.202
60.253,-1.5454,0.1761,-1.2021,1.966
60.254,-1.0784,-0.0033,-0.7475,1.312
60.254,-0.861,-0.1107,-0.2198,0.895
60.254,-0.8716,-0.0891,0.0778,0.88
60.254,-0.6661,0.09,0.2355,0.712
60.254,0.0932,0.049,0.8707,0.877
60.254,0.0604,0.2255,0.5833,0.628
60.254,-0.3932,0.3609,-0.2524,0.59
60.254,-0.1438,0.2476,-0.1547,0.325
60.254,0.0007,0.07,-0.0571,0.09
60.255,-0.5401,-0.1217,-0.8697,1.031
60.255,0.1714,-0.0955,0.286,0.347
60.255,0.4165,-0.2532,0.6604,0.821
60.255,0.5134,-0.0403,0.9627,1.092
60.255,-0.1919,0.0529,-0.1793,0.268
60.255,-0.3112,0.2294,-0.5214,0.649
60.255,0.4328,-0.0816,0.3981,0.594
60.255,0.0583,-0.1436,0.0166,0.156
60.255,0.148,-0.1624,0.1854,0.288
60.255,-0.7647,-0.2051,-1.1456,1.393
60.256,-0.0359,-0.0255,-0.1083,0.117
60.256,0.1872,-0.1687,0.5822,0.634
60.256,0.1588,-0.0895,0.6961,0.72
60.256,-0.1476,0.1352,0.2224,0.299
60.256,-0.3026,0.0798,-0.278,0.419
60.257,-0.0773,0.1082,-0.2444,0.278
60.257,-0.2415,-0.0641,-0.4737,0.536
60.257,0.508,0.0456,0.8152,0.962
60.257,0.7133,0.0262,1.2747,1.461
60.257,0.8353,0.0068,1.1033,1.384
60.257,-0.1383,0.1715,-0.5326,0.576
60.258,-2.1012,0.2354,-3.4592,4.054
60.258,-0.7916,-0.2788,-1.73,1.923
60.258,-0.0283,-0.916,0.0501,0.918
60.258,-0.2876,-0.8375,0.8235,1.209
60.258,-0.4523,-0.4581,1.2318,1.39
60.258,-0.4977,0.0064,1.0631,1.174
60.258,-0.3633,0.3027,0.7345,0.874
60.259,-0.0056,0.3737,0.7316,0.822
60.259,0.4613,0.3108,0.8439,1.011
60.259,0.7297,0.2694,0.7653,1.091
60.259,0.8668,0.2593,0.601,1.086
60.259,0.9158,0.2109,0.4417,1.038
60.259,0.8383,0.1508,0.2441,0.886
60.259,0.6676,0.1362,0.0916,0.687
60.259,0.5228,0.1049,0.0628,0.537
60.259,0.3701,0.0807,0.0283,0.38
60.26,0.2431,0.035,-0.0145,0.246
60.26,0.1562,-0.0584,-0.1488,0.224
60.26,0.072,-0.1349,-0.3072,0.343
60.26,-0.0402,-0.1945,-0.4603,0.501
60.26,-0.0513,-0.1346,-0.2948,0.328
60.26,0.0125,-0.1558,0.1053,0.188
60.26,0.0062,-0.2988,0.1741,0.346
60.26,-0.0652,-0.3794,0.0363,0.387
60.261,-0.1266,-0.2734,0.2028,0.363
60.261,-0.3009,-0.1032,0.1636,0.358
60.261,-0.3873,-0.079,-0.0358,0.397
60.261,-0.4959,-0.0216,-0.2853,0.572
60.261,-0.407,0.0405,-0.3057,0.511
60.261,-0.2307,0.0809,-0.1689,0.297
60.261,-0.024,0.1092,0.0247,0.114
60.261,0.1392,0.1422,0.2155,0.293
60.262,0.2591,0.137,0.3249,0.438
60.262,0.3074,0.1509,0.3554,0.494
60.262,0.3082,0.1457,0.2571,0.427
60.262,0.2472,0.1119,0.1495,0.31
60.262,0.1771,0.0376,0.0396,0.185
60.262,0.1552,0.0064,0.0994,0.184
60.262,0.0547,-0.0366,0.0539,0.085
60.262,-0.0481,-0.0485,0.0945,0.117
60.263,-0.1627,-0.0461,0.097,0.195
60.263,-0.2654,-0.0533,0.1261,0.299
60.263,-0.3683,-0.0462,0.0312,0.372
60.263,-0.5883,-0.0512,-0.2803,0.654
60.263,-1.0111,-0.1327,-1.1308,1.523
60.263,-1.2905,-0.2166,-1.7248,2.165
60.263,-1.0642,-0.1499,-0.9578,1.44
60.264,-0.8059,-0.1358,-0.2125,0.844
60.264,-0.565,-0.1193,0.1966,0.61
60.264,-0.3989,0.0118,0.3496,0.531
60.264,-0.1089,0.0997,0.6651,0.681
60.264,0.1785,0.142,0.8492,0.879
60.264,0.4848,0.201,1.0407,1.166
60.264,0.6668,0.2431,1.0654,1.28
60.264,0.7664,0.2015,0.7784,1.111
60.265,3.1469,0.9152,6.0507,6.881
60.265,0.8049,-0.1475,0.053,0.82
60.265,-0.4134,0.3393,-2.9134,2.962
60.265,-0.2881,0.0776,-2.9683,2.983
60.265,1.0146,-0.1639,0.3281,1.079
60.265,1.5083,-0.6173,2.5296,3.009
60.265,-0.6611,-0.6162,-1.1319,1.448
60.266,-1.5152,-0.2091,-2.2699,2.737
60.266,-0.7799,-0.3832,-0.6819,1.105
60.266,-0.4761,-0.3323,0.511,0.773
60.266,-0.4651,-0.1406,0.957,1.073
60.266,-0.4385,0.1341,0.8303,0.948
60.266,-0.1782,0.3318,0.4848,0.614
60.266,0.1006,0.4168,0.0902,0.438
60.266,0.4105,0.3775,-0.0075,0.558
60.267,0.5938,0.2905,-0.1169,0.671
60.267,0.6293,0.1751,-0.2504,0.7
60.267,0.572,0.1627,-0.1644,0.617
60.267,0.3736,0.1432,0.0715,0.406
60.267,0.125,0.1165,0.1086,0.202
60.267,-0.0524,0.0395,0.0286,0.072
60.267,-0.1585,-0.0853,-0.0512,0.187
60.267,-0.1807,-0.2266,-0.1309,0.318
60.267,-0.2266,-0.2841,-0.1363,0.388
60.268,-0.2862,-0.2769,-0.1462,0.424
60.268,-0.3258,-0.2888,-0.2298,0.492
60.268,-0.3555,-0.2217,-0.1291,0.438
60.268,-0.3968,-0.0353,-0.0164,0.399
60.268,-0.3161,-0.0426,-0.047,0.322
60.268,-0.3094,-0.0236,-0.1133,0.33
60.268,-0.2333,0.0168,-0.0624,0.242
60.268,-0.1621,0.0405,-0.1168,0.204
60.268,-0.1173,0.0307,-0.1473,0.191
60.269,-0.0487,0.0783,-0.0702,0.116
60.269,-0.0159,0.0708,0.0071,0.073
60.269,-0.0263,0.0801,0.0201,0.087
60.269,-0.0271,0.082,0.0476,0.099
60.269,0.0102,0.0506,0.0132,0.053
60.269,0.0019,0.0263,-0.0236,0.035
60.269,0.0437,-0.0028,-0.0388,0.058
60.269,0.0662,-0.0319,-0.0515,0.09
60.27,-0.0741,0.0991,0.1056,0.163
60.27,0.0175,0.0412,0.203,0.208
60.27,0.0471,-0.0048,0.0399,0.062
60.27,0.0504,-0.0363,-0.0632,0.089
60.27,0.049,-0.0486,-0.0373,0.078
60.27,-0.0407,0.0012,-0.088,0.097
60.27,-0.0369,-0.0016,-0.0644,0.074
60.27,-0.0472,-0.0282,-0.0192,0.058
60.27,-0.0356,-0.1265,-0.0193,0.133
60.27,-0.0283,-0.258,-0.0073,0.26
60.271,-0.1402,-0.4299,-0.3135,0.55
60.271,-0.2854,-0.5609,-0.6225,0.885
60.271,-0.3944,-0.6724,-0.947,1.227
60.271,-0.4707,-0.6211,-0.9677,1.242
60.271,-0.3546,-0.3356,-0.7858,0.925
60.271,0.0446,-0.1315,-0.5713,0.588
60.271,0.3212,-0.0613,-0.7744,0.841
60.271,0.1865,-0.0796,-1.4443,1.458
60.272,0.1955,-0.0905,-1.9733,1.985
60.272,0.3865,-0.1584,-2.3191,2.356
60.272,0.6357,-0.3216,-2.2383,2.349
60.272,1.0181,-0.3645,-1.9152,2.199
60.272,1.0556,-0.4331,-1.3902,1.798
60.272,1.1358,-0.4201,-0.7585,1.429
60.272,1.0389,-0.4307,-0.3061,1.166
60.273,0.7696,-0.2953,-0.02,0.825
60.273,0.5309,-0.0692,0.3895,0.662
60.273,0.3484,0.1756,0.8031,0.893
60.273,0.0259,0.3746,0.9773,1.047
60.273,-0.301,0.5539,1.1204,1.286
60.273,-0.5393,0.6848,1.2774,1.546
60.273,-0.7062,0.777,1.3788,1.733
60.273,-0.8258,0.8305,1.5343,1.93
60.274,-0.8938,0.8525,1.7246,2.121
60.274,-0.9533,0.8741,1.8876,2.288
60.274,-1.0238,0.8833,2.0185,2.43
60.274,-1.079,0.8561,2.0815,2.496
60.274,-1.1143,0.7759,2.0411,2.451
60.274,-1.1777,0.6498,1.8807,2.312
60.274,-1.4255,0.4012,1.8202,2.347
60.275,-1.9609,0.0853,2.0435,2.833
60.275,-1.131,0.087,1.5561,1.926
60.275,-0.3166,0.0168,0.7071,0.775
60.275,0.237,-0.0818,-0.3753,0.451
60.275,0.4279,-0.2036,-1.5538,1.624
60.275,0.3521,-0.3989,-2.3298,2.39
60.275,-0.0048,-0.6841,-3.0245,3.101
60.275,0.1123,-0.861,-2.7156,2.851
60.276,0.5573,-0.7625,-1.4407,1.723
60.276,0.5578,-0.4945,-0.401,0.846
60.276,0.2335,-0.2437,0.0565,0.342
60.276,-0.1747,-0.1083,0.0131,0.206
60.276,-0.5024,-0.0664,-0.2191,0.552
60.276,-0.7213,-0.0198,-0.1807,0.744
60.276,-0.6833,-0.1024,-0.1613,0.709
60.276,-0.2734,-0.1608,-0.28,0.423
60.276,0.0806,-0.0948,-0.5075,0.522
60.277,0.3302,-0.029,-0.6161,0.7
60.277,0.4651,-0.0086,-0.598,0.758
60.277,0.3877,-0.0288,-0.6035,0.718
60.277,0.4045,-0.1921,-0.6353,0.777
60.277,0.2214,-0.2022,-0.6246,0.693
60.277,0.1176,-0.2575,-0.5189,0.591
60.277,0.0551,-0.3365,-0.4926,0.599
60.277,0.1011,-0.4009,-0.6271,0.751
60.278,0.2198,-0.4123,-0.7647,0.896
60.278,0.2584,-0.3732,-0.6473,0.791
60.278,0.1853,-0.2288,-0.3346,0.446
60.278,0.125,-0.0271,-0.0199,0.129
60.278,0.1848,0.1839,0.1752,0.314
60.278,0.3237,0.4354,0.3322,0.636
60.278,0.4073,0.6578,0.3783,0.861
60.278,0.4133,0.7248,0.4291,0.938
60.278,0.375,0.5983,0.5969,0.925
60.279,0.434,0.4958,0.79,1.029
60.279,0.5935,0.3933,0.7833,1.059
60.279,0.7372,0.3313,0.6989,1.069
60.279,0.8062,0.3504,0.581,1.054
60.279,0.8055,0.3406,0.3835,0.955
60.279,0.5313,0.3404,0.1645,0.652
60.279,0.1483,0.2661,0.0968,0.32
60.279,-0.1627,0.1084,0.1124,0.226
60.28,-0.4507,-0.0327,0.2569,0.52
60.28,-0.8793,-0.0688,0.5355,1.032
60.28,-1.2093,-0.1484,0.6617,1.386
60.28,-1.299,-0.2139,0.4971,1.407
60.28,-1.1736,-0.2244,0.1773,1.208
60.28,-0.9781,-0.2108,-0.2262,1.026
60.28,-1.102,-0.204,-0.6705,1.306
60.281,-1.2259,-0.269,-0.914,1.553
60.281,-1.2267,-0.2694,-0.9094,1.551
60.281,-1.2284,-0.27,-0.9053,1.55
60.281,-1.2303,-0.2704,-0.9028,1.55
60.281,-1.2308,-0.2706,-0.8999,1.549
60.281,-1.2306,-0.2709,-0.8947,1.545
60.281,-1.2311,-0.2714,-0.8894,1.543
60.282,-1.2315,-0.2716,-0.8866,1.542
60.282,-1.2307,-0.2712,-0.8863,1.541
60.282,-1.2289,-0.2706,-0.8877,1.54
60.282,-1.2262,-0.2696,-0.8901,1.539
60.282,-1.2229,-0.2684,-0.8943,1.539
60.282,-1.2186,-0.2667,-0.9009,1.539
60.282,-1.2127,-0.2644,-0.9103,1.539
60.283,-1.205,-0.2613,-0.9239,1.541
60.283,1.174,0.5403,-0.5633,1.41
60.283,1.1879,1.9416,12.8286,13.029
60.283,4.4163,1.577,8.4044,9.624
